title,author,publisher,publishedAt,image,isbn
하버드 상위 1퍼센트의 비밀(리커버 에디션),정주영,한국경제신문,2018-10-17,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F3777609%3Ftimestamp%3D20210706193533,9788947544085
알고리즘(뇌를 자극하는),박상현,한빛미디어,2009-09-15,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1104126%3Ftimestamp%3D20210706193806,9788979146875
창의공학설계(창의적 발상기법 기반의),정동명,생능,2008-02-25,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F961148%3Ftimestamp%3D20191221121558,9788970505893
21세기를 위한 21가지 제언,유발 하라리,김영사,2018-09-03,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F3750451%3Ftimestamp%3D20210706194832,9788934982975
통계적 사고,허명회,교우사,2006-03-02,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1137406%3Ftimestamp%3D20200111124854,9788981725808
그렇게 물어보면 원하는 답을 들을 수 없습니다,김호,위즈덤하우스,2019-09-10,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5069603%3Ftimestamp%3D20210706194424,9791190305297
그래서 하고 싶은 말이 뭔데? 라고 들었다(체험판),다케우치 가오루,청림출판,2018-09-17,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F4714100%3Ftimestamp%3D20190302070039,9788935212385
피터 드러커 자기경영노트(양장본 HardCover),피터 드러커,한국경제신문,2019-09-05,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5060316%3Ftimestamp%3D20210706194359,9788947545143
정의란 무엇인가(마이클 샌델),마이클 샌델,와이즈베리,2014-11-20,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F545848%3Ftimestamp%3D20210706195457,9788937834790
지적 대화를 위한 넓고 얕은 지식: 제로 편,채사장,웨일북(whalebooks),2019-12-24,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5145898%3Ftimestamp%3D20210706194335,9791190313131
지적 대화를 위한 넓고 얕은 지식. 1,채사장,웨일북(whalebooks),2020-02-05,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5221724%3Ftimestamp%3D20210706194532,9791190313186
자바스크립트로 하는 자료 구조와 알고리즘(웹 프로페셔널),배세민,에이콘출판,2019-08-30,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5054223%3Ftimestamp%3D20210706194411,9791161753447
리뷰의 기술(반양장),모리사키 슈지,제이펍,2014-06-12,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1426088%3Ftimestamp%3D20210511143853,9788994506951
모두의 알고리즘 with 파이썬,이승찬,길벗,2017-05-18,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1594572%3Ftimestamp%3D20210706193606,9791160501728
Maker Pro(메이커 프로),존 베이첼 (엮음),한빛미디어,2015-07-01,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F945977%3Ftimestamp%3D20210505182205,9788968482038
모두의 알고리즘 with 파이썬,이승찬,길벗,2017-05-18,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1594572%3Ftimestamp%3D20210706193606,9791160501728
모두의 알고리즘 with 자바스크립트,스즈키 코이치,길벗,2018-12-25,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F4836595%3Ftimestamp%3D20210706194923,9791160506808
다시 쓸 수 있을까,테오도르 칼리파티데스,어크로스,2019-03-05,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F4895336%3Ftimestamp%3D20210531142354,9791196587376
지적 대화를 위한 넓고 얕은 지식. 2,채사장,웨일북(whalebooks),2020-02-05,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5221650%3Ftimestamp%3D20210706194453,9791190313193
읽기만 하면 내 것이 되는 1페이지 철학 365,최훈,비에이블,2020-12-20,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5544227%3Ftimestamp%3D20210706194333,9791190931281
리눅스 커널 심층분석(개정판 3판)(에이콘 임베디드 시스템프로그래밍 시리즈...,로버트 러브,에이콘출판,2012-08-06,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F839313%3Ftimestamp%3D20210702154146,9788960773318
데일 카네기 인간관계론,데일 카네기,현대지성,2019-10-07,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5082004%3Ftimestamp%3D20210706194429,9791187142560
소프트웨어 개념 사전(코딩책과 함께 보는)(궁리 IT's story 시리즈),김현정,궁리,2019-07-12,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F4992306%3Ftimestamp%3D20210706194837,9788958205951
보이스 트레이닝,배윤희,시대인,2020-04-22,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5347397%3Ftimestamp%3D20210706194021,9791125470069
코스모스(보급판),칼 세이건,사이언스북스,2010-01-20,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1164431%3Ftimestamp%3D20210706193734,9788983711892
기계는 어떻게 생각하는가?,숀 게리시,이지스퍼블리싱,2019-12-27,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5159642%3Ftimestamp%3D20210706194337,9791163031253
알고리즘 기초(5판),Richard E Neapolitan,도서출판 홍릉(홍릉과학출판사),2017-02-24,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1555836%3Ftimestamp%3D20210706190703,9791156005032
Mano의 컴퓨터시스템구조(3판),M Morris Mano,프로텍미디어,2017-01-20,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1659566%3Ftimestamp%3D20210706191408,9791195444977
Mano의 컴퓨터시스템구조(3판),M Morris Mano,프로텍미디어,2017-01-20,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1659566%3Ftimestamp%3D20210706191408,9791195444977
3차원 창의력 개발법(이광형 교수의)(양장본 HardCover),이광형,비즈니스맵,2012-01-06,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F871204%3Ftimestamp%3D20200908145535,9788962603200
삼성의 임원은 어떻게 일하는가,김종원,넥서스BIZ,2014-02-15,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1498900%3Ftimestamp%3D20210705181401,9788998454241
정보적 사고에서 인공 지능까지(swedu 10),김현철,한빛아카데미,2019-09-28,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5083733%3Ftimestamp%3D20210704144339,9791156644545
재택근무 바이블(조코디의 G Suite를 이용한),조코디,디지털북스,2020-09-30,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5478959%3Ftimestamp%3D20210706193950,9788960883550
나는 4시간만 일한다,팀 페리스,다른상상,2017-10-20,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1620143%3Ftimestamp%3D20210706193607,9791185584454
보랏빛 소가 온다 2,세스 고딘,재인,2005-06-30,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1342076%3Ftimestamp%3D20210706190910,9788990982117
알고리즘 기초(5판),Richard E Neapolitan,도서출판 홍릉(홍릉과학출판사),2017-02-24,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1555836%3Ftimestamp%3D20210706190703,9791156005032
꿈꾸는 다락방(이지성의)(개정증보판)(양장본 HardCover),이지성,차이정원,2017-06-30,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1611810%3Ftimestamp%3D20210706193544,9791185035956
게임으로 익히는 코딩 알고리즘,김영기,한빛미디어,2019-05-06,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F4936409%3Ftimestamp%3D20210705181133,9791162241615
프리-오픈소스 소프트웨어 혁명의 역사,크리스토퍼 토찌,지식함지,2019-12-12,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5142673%3Ftimestamp%3D20210701145747,9791189610029
유닉스의 탄생,브라이언 커니핸,한빛미디어,2020-08-03,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5423035%3Ftimestamp%3D20210706191517,9791162243282
종이에 원고를 담아 책으로 엮으면(인쇄용지 샘플북 VER.2) 세트(전4권),티피에이코리아,티피에이코리아,2020-07-10,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5433537%3Ftimestamp%3D20210706191654,8809745930014
종이에 원고를 담아 책으로 엮으면(인쇄용지 샘플북 VER.2) 세트(전4권),티피에이코리아,티피에이코리아,2020-07-10,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5433537%3Ftimestamp%3D20210706191654,8809745930014
종이에 원고를 담아 책으로 엮으면(인쇄용지 샘플북 VER.2) 세트(전4권),티피에이코리아,티피에이코리아,2020-07-10,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5433537%3Ftimestamp%3D20210706191654,8809745930014
종이에 원고를 담아 책으로 엮으면(인쇄용지 샘플북 VER.2) 세트(전4권),티피에이코리아,티피에이코리아,2020-07-10,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5433537%3Ftimestamp%3D20210706191654,8809745930014
러닝 아카: 더 비기닝,제이슨 굿윈,지앤선,2017-08-16,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1645950%3Ftimestamp%3D20210513152132,9791187497073
에고라는 적,라이언 홀리데이,흐름출판,2017-04-03,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F921120%3Ftimestamp%3D20210706193513,9788965962090
Real MySQL(개발자와 DBA를 위한)(위키북스 오픈소스 웹 시리즈 38),이성욱,위키북스,2012-05-08,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1394965%3Ftimestamp%3D20210702154252,9788992939003
에이트(양장본 HardCover),이지성,차이정원,2019-10-21,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5109154%3Ftimestamp%3D20210706194512,9791188388905
코딩으로 지구정복,코인: 코딩하는 사람들,넥서스,2019-03-15,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F4897189%3Ftimestamp%3D20210706195012,9791189432898
이것이 취업을 위한 코딩 테스트다 with 파이썬,나동빈,한빛미디어,2020-08-05,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5432938%3Ftimestamp%3D20210706194009,9791162243077
역사 속의 시간시간 속의 역사,고석규,느낌이있는책,2021-01-15,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5580147%3Ftimestamp%3D20210706192649,9791161951249
역사 속의 시간시간 속의 역사,고석규,느낌이있는책,2021-01-15,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5580147%3Ftimestamp%3D20210706192649,9791161951249
함께 자라기,김창준,인사이트,2018-11-30,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F4833808%3Ftimestamp%3D20210706194932,9788966262335
역사 속의 시간시간 속의 역사,고석규,느낌이있는책,2021-01-15,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5580147%3Ftimestamp%3D20210706192649,9791161951249
역사 속의 시간시간 속의 역사,고석규,느낌이있는책,2021-01-15,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5580147%3Ftimestamp%3D20210706192649,9791161951249
역사 속의 시간시간 속의 역사,고석규,느낌이있는책,2021-01-15,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5580147%3Ftimestamp%3D20210706192649,9791161951249
사랑의 기술(5판),에리히 프롬,문예출판사,2019-09-01,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5038044%3Ftimestamp%3D20210706194407,9788931011623
코딩을 지탱하는 기술(더 나은 코딩을 위한),니시오 히로카즈,비제이퍼블릭,2013-10-17,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1429478%3Ftimestamp%3D20210706194848,9788994774480
글의 품격,이기주,황소북스,2019-05-29,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F4940116%3Ftimestamp%3D20210706192852,9791190078009
어른의 어휘력,유선경,앤의서재,2020-08-15,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5429701%3Ftimestamp%3D20210706194132,9791190710053
세상에서 가장 쉬운 회의 퍼실리테이션,사카마키 료,이다미디어,2019-10-08,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5079958%3Ftimestamp%3D20210612140534,9791163940241
꿈꾸는 다락방. 2(이지성의)(전면개정판)(양장본 HardCover),이지성,차이정원,2018-08-07,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1649925%3Ftimestamp%3D20210706192551,9791188388394
컴퓨터 아키텍처(IT CookBook 170),우종정,한빛아카데미,2014-08-08,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1570418%3Ftimestamp%3D20210703183519,9791156641322
벤처창업과 투자전략(개정판),정종용,무역경영사,2020-02-25,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5253384%3Ftimestamp%3D20210701145103,9788946807044
Do it! 자료구조와 함께 배우는 알고리즘 입문: 파이썬 편,시바타 보요,이지스퍼블리싱,2020-07-20,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5422739%3Ftimestamp%3D20210706194005,9791163031727
스타트업 법률 가이드 2.0,스타트업법률지원단,박영사,2020-10-01,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5490247%3Ftimestamp%3D20210706193924,9791130336985
사랑 수업,윤홍균,심플라이프,2020-12-15,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5539198%3Ftimestamp%3D20210706194252,9791186757666
홀로 성장하는 시대는 끝났다,이소영,더메이커,2019-11-05,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5104792%3Ftimestamp%3D20210706194449,9791187809319
홀로 성장하는 시대는 끝났다,이소영,더메이커,2019-11-05,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5104792%3Ftimestamp%3D20210706194449,9791187809319
Do it! 자료구조와 함께 배우는 알고리즘 입문: 파이썬 편,시바타 보요,이지스퍼블리싱,2020-07-20,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5422739%3Ftimestamp%3D20210706194005,9791163031727
홀로 성장하는 시대는 끝났다,이소영,더메이커,2019-11-05,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5104792%3Ftimestamp%3D20210706194449,9791187809319
밑바닥부터 시작하는 딥러닝,사이토 고키,한빛미디어,2017-01-03,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F945270%3Ftimestamp%3D20210706193538,9788968484636
일빵빵 영어회화. 1(스토리가 있는),서장혁,토마토,2012-06-01,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1476095%3Ftimestamp%3D20210706195046,9788996895107
홀로 성장하는 시대는 끝났다,이소영,더메이커,2019-11-05,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5104792%3Ftimestamp%3D20210706194449,9791187809319
홀로 성장하는 시대는 끝났다,이소영,더메이커,2019-11-05,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5104792%3Ftimestamp%3D20210706194449,9791187809319
홀로 성장하는 시대는 끝났다,이소영,더메이커,2019-11-05,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5104792%3Ftimestamp%3D20210706194449,9791187809319
Do it! 자료구조와 함께 배우는 알고리즘 입문: C 언어 편,보요 시바타,이지스퍼블리싱,2017-12-27,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1646616%3Ftimestamp%3D20210706193552,9791188612130
운 좋은 기업에서 위대한 기업으로,주디스 허위츠,애플트리태일즈,2013-02-12,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1499809%3Ftimestamp%3D20210511142700,9788998482015
Do it! 자료구조와 함께 배우는 알고리즘 입문: C 언어 편,보요 시바타,이지스퍼블리싱,2017-12-27,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1646616%3Ftimestamp%3D20210706193552,9791188612130
말의 품격,이기주,황소북스,2017-05-29,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1478622%3Ftimestamp%3D20210706193527,9788997092772
파이썬 머신러닝,세바스티안 라슈카,지앤선,2017-01-25,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1644981%3Ftimestamp%3D20210602155912,9791187497035
커리어 스킬,존 손메즈,길벗,2019-04-10,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F4916113%3Ftimestamp%3D20210706195139,9791160507621
IAR Embedded Workbench 컴파일러와 디버거(ARM과 Cortex 시리즈 코어를 위한),김철원,지앤선,2013-10-20,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1412062%3Ftimestamp%3D20190129214706,9788993827675
조사방법론(반양장),최창현,윤성사,2017-06-01,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1664517%3Ftimestamp%3D20210303152216,9791196019037
넥스트 넷플릭스,임석봉,한스미디어,2020-10-29,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5502836%3Ftimestamp%3D20210701145149,9791160075342
R을 활용한 계량분석 강의 노트,최유진,윤성사,2017-04-05,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1662439%3Ftimestamp%3D20210613132858,9791196019006
D3.js,스캇 머레이,인사이트,2014-03-24,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F927043%3Ftimestamp%3D20210706193310,9788966261062
숫자에 약한 사람들을 위한 통계학 수업,데이비드 스피겔할터,웅진지식하우스,2020-08-12,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5447568%3Ftimestamp%3D20210706194059,9788901244488
숫자에 약한 사람들을 위한 통계학 수업,데이비드 스피겔할터,웅진지식하우스,2020-08-12,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5447568%3Ftimestamp%3D20210706194059,9788901244488
구글은 어떻게 일하는가 - [이벤트],에릭 슈미트조너선 로젠버그앨런 이글,김영사,2014-10-16,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F4528695%3Ftimestamp%3D20190301073744,9788934969006
라즈베리 파이와 슈퍼컴퓨팅,애쉬윈 파얀카,에이콘출판,2018-09-28,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F3755631%3Ftimestamp%3D20210702153921,9791161752099
시작하세요! 도커/쿠버네티스(시작하세요!)(개정판)(위키북스 시스템...,용찬호,위키북스,2020-10-23,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5495883%3Ftimestamp%3D20210706194137,9791158392291
시작하세요! 도커/쿠버네티스(시작하세요!)(개정판)(위키북스 시스템...,용찬호,위키북스,2020-10-23,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5495883%3Ftimestamp%3D20210706194137,9791158392291
스타트업 CFO와 창업재무(성공을 부르는),심규태,한국경제신문i,2019-01-07,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F4853455%3Ftimestamp%3D20210706192630,9788947544344
시작하세요! 도커/쿠버네티스(시작하세요!)(개정판)(위키북스 시스템...,용찬호,위키북스,2020-10-23,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5495883%3Ftimestamp%3D20210706194137,9791158392291
Do it! 쉽게 배우는 R 데이터 분석,김영우,이지스퍼블리싱,2017-07-20,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1640762%3Ftimestamp%3D20210706193554,9791187370949
코딩 개념 사전(코딩책과 함께 보는)(궁리 IT's story 시리즈),김현정,궁리,2018-04-10,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F774592%3Ftimestamp%3D20210704144239,9788958205159
Do it! 쉽게 배우는 R 데이터 분석,김영우,이지스퍼블리싱,2017-07-20,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1640762%3Ftimestamp%3D20210706193554,9791187370949
모두의 SQL,김도연,길벗,2018-09-21,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F3756437%3Ftimestamp%3D20210706194839,9791160505771
모바일 미래보고서 2021,커넥팅랩,비즈니스북스,2020-09-23,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5480072%3Ftimestamp%3D20210706194033,9791162541685
모두의 SQL,김도연,길벗,2018-09-21,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F3756437%3Ftimestamp%3D20210706194839,9791160505771
모두의 SQL,김도연,길벗,2018-09-21,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F3756437%3Ftimestamp%3D20210706194839,9791160505771
오픈 소스로 미래를 연마하라,VM(비키) 브라수어,인사이트,2019-10-22,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5097543%3Ftimestamp%3D20210706194458,9788966262519
Do it! 정직하게 코딩하며 배우는 딥러닝 입문,박해선,이지스퍼블리싱,2019-09-20,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5077058%3Ftimestamp%3D20210705180752,9791163031093
