title,author,publisher,publishedAt,image,isbn
토비의 스프링 3.1 Vol. 2: 스프링의 기술과 선택(에이콘 오픈소스...,이일민,에이콘출판,2012-09-21,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F837881%3Ftimestamp%3D20210703183817,9788960773424
딥러닝을 위한 선형대수학,길버트 스트랭,한빛아카데미,2020-08-05,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5440226%3Ftimestamp%3D20210706194121,9791156644972
딥러닝을 위한 선형대수학,길버트 스트랭,한빛아카데미,2020-08-05,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5440226%3Ftimestamp%3D20210706194121,9791156644972
토비의 스프링 3.1 Vol. 2: 스프링의 기술과 선택(에이콘 오픈소스...,이일민,에이콘출판,2012-09-21,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F837881%3Ftimestamp%3D20210703183817,9788960773424
모두의 인공지능 기초 수학,서지영,길벗,2020-08-06,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5429211%3Ftimestamp%3D20210706194103,9791165212353
위기의 한국사회 진단,견진만,윤성사,2017-03-27,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1663174%3Ftimestamp%3D20200124131501,9791196019013
공정하다는 착각,마이클 샌델,와이즈베리,2020-12-01,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5506904%3Ftimestamp%3D20210706194147,9791164136452
엔트로피,제레미 리프킨,세종연구원,2007-02-28,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1241439%3Ftimestamp%3D20200503120908,9788986698299
파워 코딩 C CONCEPT,배영승,박문각,2005-06-30,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F572947%3Ftimestamp%3D20190123205735,9788941463092
미적분(누구나 쉽게 배우는),히사시 요코타,Gbrain(지브레인),2012-08-08,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F814755%3Ftimestamp%3D20210701150901,9788959792696
파이썬으로 배우는 통계학 교과서,바바 신야,한빛미디어,2019-11-22,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5138123%3Ftimestamp%3D20210706194456,9791162242452
코드로 배우는 스프링 웹 프로젝트,구멍가게 코딩단,남가람북스,2015-08-16,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1658417%3Ftimestamp%3D20190131142856,9791195484522
한눈에 보이는 무료 글꼴 가이드: 영어편,탁연상,DigitalNew,2020-06-01,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5361111%3Ftimestamp%3D20210703182540,9791195982394
파이썬으로 배우는 통계학 교과서,바바 신야,한빛미디어,2019-11-22,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5138123%3Ftimestamp%3D20210706194456,9791162242452
무료 글꼴 가이드: 한글편(한눈에 보이는),탁연상,상상하라출판사,2020-02-01,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5227805%3Ftimestamp%3D20210630145155,9791195982387
뉴노멀의 철학(코로나 팬데믹 시리즈 2),김재인,동아시아,2020-07-31,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5440756%3Ftimestamp%3D20210706191716,9788962623406
인생은 지름길이 없다(양장본 HardCover),스웨이,정민미디어,2019-09-01,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5062945%3Ftimestamp%3D20210706194445,9791186276686
C언어의 정석,남궁성,도우출판,2016-08-25,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1444186%3Ftimestamp%3D20210706193508,9788995379479
HTML5+CSS3 입문(모던 웹 디자인을 위한)(개정판),윤인성,한빛미디어,2015-01-21,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F945208%3Ftimestamp%3D20210103145211,9788968481611
C# 4.0 프로그래밍(뇌를 자극하는),박상현,한빛미디어,2011-08-30,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1103452%3Ftimestamp%3D20210621134500,9788979148510
C++ Programming(명품)(CD1장포함),황기태,생능출판,2013-07-26,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F961576%3Ftimestamp%3D20200408132139,9788970507835
나는 간호사 사람입니다,김현아,쌤앤파커스,2018-04-09,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F918642%3Ftimestamp%3D20210706194234,9788965706137
과학하는 마음(히라타 오리자 희곡집 2),히라타 오리자,현암사,2013-05-24,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F501713%3Ftimestamp%3D20210630145454,9788932316628
C++로 시작하는 객체지향 프로그래밍(3판),Liang Y Daniel,ITC,2016-08-31,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F885302%3Ftimestamp%3D20210706193435,9788963510552
판매전선 이상없다,체트 홈즈,흐름출판,2009-01-21,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1329143%3Ftimestamp%3D20210129154244,9788990872555
수학 리부트(프로그래밍인사이트),강중빈,인사이트,2020-07-06,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5400319%3Ftimestamp%3D20210706193115,9788966262625
일 잘하는 사람은 단순하게 말합니다,박소연,더퀘스트,2020-05-18,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5368738%3Ftimestamp%3D20210706193951,9791165211387
C++로 시작하는 객체지향 프로그래밍(3판),Liang Y Daniel,ITC,2016-08-31,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F885302%3Ftimestamp%3D20210706193435,9788963510552
조직역량 핵심인재,이홍민,리드리드출판,2016-08-10,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1007636%3Ftimestamp%3D20210626141100,9788972772675
보고서 작성 실무 강의,홍장표,한빛미디어,2019-10-30,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5112129%3Ftimestamp%3D20210706194511,9791162242254
보고서 작성 실무 강의,홍장표,한빛미디어,2019-10-30,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5112129%3Ftimestamp%3D20210706194511,9791162242254
보고서 작성 실무 강의,홍장표,한빛미디어,2019-10-30,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5112129%3Ftimestamp%3D20210706194511,9791162242254
실전 IoT 네트워크 프로그래밍(acorn+PACKT 시리즈),피터 웨허,에이콘출판,2015-06-23,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F838086%3Ftimestamp%3D20210706191335,9788960777231
내 일을 바꾸는 업무 자동화,이태화,프리렉,2020-06-12,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5384217%3Ftimestamp%3D20210705180520,9788965402749
지금의 뉴스(북저널리즘 33),박영흠,스리체어스,2019-02-07,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F4873758%3Ftimestamp%3D20210626142358,9791189864019
이것이 인공지능이다,김명락,슬로디미디어,2020-07-24,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5421798%3Ftimestamp%3D20210706191548,9791188977529
C++ 기초 플러스(6판),Stephen Prata,성안당,2020-03-25,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F488174%3Ftimestamp%3D20210706193553,9788931555356
새로운 CSS 레이아웃(2판)(아름다운 웹사이트 만들기 시리즈 24),레이철 앤드루,웹액츄얼리코리아,2020-02-03,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5218100%3Ftimestamp%3D20210702153414,9791185885223
여행의 이유,김영하,문학동네,2019-04-17,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F4920642%3Ftimestamp%3D20210706195115,9788954655972
수평 조직의 구조(북저널리즘 50),김성남,스리체어스,2020-05-18,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5368426%3Ftimestamp%3D20210706191621,9791196989569
센서티브(양장본 HardCover),일자 샌드,다산지식하우스,2017-02-09,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1532220%3Ftimestamp%3D20210706193400,9791130611099
C++ 기초 플러스(6판),Stephen Prata,성안당,2020-03-25,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F488174%3Ftimestamp%3D20210706193553,9788931555356
보통의 언어들(나를 숨 쉬게 하는)(양장본 HardCover),김이나,위즈덤하우스,2020-05-27,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5373619%3Ftimestamp%3D20210706194031,9791190786355
Do it! HTML5+CSS3 웹 표준의 정석(2판),고경희,이지스퍼블리싱,2019-12-27,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5165996%3Ftimestamp%3D20210706194523,9791163031291
세인트존스의 고전 100권 공부법,조한별,바다출판사,2016-02-15,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F716112%3Ftimestamp%3D20210629141551,9788955618174
한상기의 소셜미디어 특강(에이콘 소셜미디어 시리즈 19),한상기,에이콘출판,2014-06-27,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F839358%3Ftimestamp%3D20210630150641,9788960775701
파이썬 웹프로그래밍,김석훈,한빛미디어,2015-04-01,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F945973%3Ftimestamp%3D20210402151114,9788968481819
시스코 네트워킹(후니의 쉽게 쓴)(개정증보판 4판),진강훈,성안당,2020-03-16,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5270631%3Ftimestamp%3D20210706193955,9788931589191
소프트웨어 공학의 모든 것,최은만,생능출판,2020-02-10,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5236689%3Ftimestamp%3D20210706194557,9788970503646
서번트 리더십(양장본 HardCover),제임스 C. 헌터,시대의창,2011-05-09,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F803783%3Ftimestamp%3D20190125034024,9788959402083
연구개발도 예술이다(나남신서 467),김석기,나남,1996-06-10,,9788930034678
알고리즘 문제 해결 전략 세트(프로그래밍 대회에서 배우는)(전2권),구종만,인사이트,2012-11-01,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F927014%3Ftimestamp%3D20210706195113,9788966260546
데이터통신(3판),Behrouz A Forouzan,McGraw-Hill,2017-01-10,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1543985%3Ftimestamp%3D20210703181602,9791132101222
데이터통신(3판),Behrouz A Forouzan,McGraw-Hill,2017-01-10,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1543985%3Ftimestamp%3D20210703181602,9791132101222
뇌를 자극하는 윈도우즈 시스템 프로그래밍,윤성우,한빛미디어,2009-04-05,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1102872%3Ftimestamp%3D20210706191126,9788979144611
Head First Design Patterns,에릭 프리먼,한빛미디어,2005-09-04,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1103784%3Ftimestamp%3D20210706193729,9788979143409
프로그래밍 원리(뇌를 자극하는),한세경,한빛미디어,2007-09-15,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1103111%3Ftimestamp%3D20201230144925,9788979145069
The C++ Programming Language(4판)(에이콘 프로그래밍 언어 시리즈),비야네 스트롭스트룹,에이콘출판,2016-01-04,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F840354%3Ftimestamp%3D20210705180122,9788960778092
The C++ Programming Language(4판)(에이콘 프로그래밍 언어 시리즈),비야네 스트롭스트룹,에이콘출판,2016-01-04,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F840354%3Ftimestamp%3D20210705180122,9788960778092
뇌를 자극하는 윈도우즈 시스템 프로그래밍,윤성우,한빛미디어,2009-04-05,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1102872%3Ftimestamp%3D20210706191126,9788979144611
The C++ Programming Language(4판)(에이콘 프로그래밍 언어 시리즈),비야네 스트롭스트룹,에이콘출판,2016-01-04,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F840354%3Ftimestamp%3D20210705180122,9788960778092
The C++ Programming Language(4판)(에이콘 프로그래밍 언어 시리즈),비야네 스트롭스트룹,에이콘출판,2016-01-04,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F840354%3Ftimestamp%3D20210705180122,9788960778092
LINUX INTERNALS(CD-ROM 1장 포함),MOSHE BAR,테크북,2001-08-20,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1296689%3Ftimestamp%3D20190127165218,9788989184379
Effective C++(3판),스콧 마이어스,Pearson,2011-11-01,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F593431%3Ftimestamp%3D20190123231354,9788945072078
엘레강트 오브젝트,Yegor Bugayenko,지앤선,2020-12-30,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5544284%3Ftimestamp%3D20210706194324,9791187497219
4차 산업혁명 시대의 컴퓨터 개론(개정판 6판),김대수,생능출판,2017-12-05,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F961352%3Ftimestamp%3D20210512172848,9788970509334
객체지향의 사실과 오해(위키북스 IT Leaders 23),조영호,위키북스,2015-06-17,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1502595%3Ftimestamp%3D20210706193848,9788998139766
이상한 나라의 경제학,이원재,어크로스,2012-02-20,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1488717%3Ftimestamp%3D20210702154246,9788997379019
이러닝과 저작권(커뮤니케이션 이해 총서),김윤명,커뮤니케이션북스,2013-02-25,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F929698%3Ftimestamp%3D20210529141208,9788966801985
재미있는 임베디드 시스템 디자인,ARNOLD SBERGER,에이콘출판,2003-03-19,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1669657%3Ftimestamp%3D20210103145036,9798989975112
큐레이션,스티븐 로젠바움,이코노믹북스,2019-09-16,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5070245%3Ftimestamp%3D20210706192018,9788957752074
프로그래밍 패턴(위키북스 프로그래밍 & 프랙티스 시리즈 10),크리스티나 로페즈,위키북스,2015-07-21,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1583235%3Ftimestamp%3D20210703181454,9791158390051
아비투스,도리스 메르틴,다산초당,2020-08-03,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5433132%3Ftimestamp%3D20210706194135,9791130630762
Operating System Concepts,Silberschatz,Wiley,2013-05-01,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F3032499%3Ftimestamp%3D20190217091610,9781118093757
내 글이 구린 건 맞춤법 때문이 아니다,개리 프로보스트,행복한북클럽,2020-08-27,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5449675%3Ftimestamp%3D20210706191718,9791189969356
디버깅을 통해 배우는 리눅스 커널의 구조와 원리. 1(위키북스 유닉스...,김동현,위키북스,2020-05-12,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5356847%3Ftimestamp%3D20210706193942,9791158391980
센스 오브 원더,레이첼 카슨,에코리브르,2012-04-10,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F873079%3Ftimestamp%3D20210705181205,9788962630664
스페이스 브랜딩(북저널리즘 48),김주연,스리체어스,2020-03-09,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5266944%3Ftimestamp%3D20210706193951,9791196970000
알고리즘 문제 해결 전략 세트(프로그래밍 대회에서 배우는)(전2권),구종만,인사이트,2012-11-01,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F927014%3Ftimestamp%3D20210706195113,9788966260546
함수형 자바스크립트 프로그래밍,유인동,인사이트,2017-11-24,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F927083%3Ftimestamp%3D20210706193642,9788966262120
OUT OF OUR MINDS - LEARNING TO BE CREATIVE 2E,Robinson Ken/ /,John Wiley & Sons Inc,2011-04-11,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F2675632%3Ftimestamp%3D20190215115833,9781907312472
리팩터링(2판),마틴 파울러,한빛미디어,2020-04-01,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5326912%3Ftimestamp%3D20210706193859,9791162242742
알고리즘 문제 해결 전략 세트(프로그래밍 대회에서 배우는)(전2권),구종만,인사이트,2012-11-01,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F927014%3Ftimestamp%3D20210706195113,9788966260546
디버깅을 통해 배우는 리눅스 커널의 구조와 원리. 2(위키북스 유닉스...,김동현,위키북스,2020-05-12,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5356840%3Ftimestamp%3D20210706194009,9791158391997
알고리즘 문제 해결 전략 세트(프로그래밍 대회에서 배우는)(전2권),구종만,인사이트,2012-11-01,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F927014%3Ftimestamp%3D20210706195113,9788966260546
과감한 전환,박용진,폴리테이아,2012-01-05,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1386490%3Ftimestamp%3D20210701144304,9788992792295
알고리즘 문제 해결 전략 세트(프로그래밍 대회에서 배우는)(전2권),구종만,인사이트,2012-11-01,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F927014%3Ftimestamp%3D20210706195113,9788966260546
스트리밍 이후의 플랫폼(북저널리즘 51),노창희,스리체어스,2020-06-02,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5385007%3Ftimestamp%3D20210706191656,9791196989590
실습과 그림으로 배우는 리눅스 구조,다케우치 사토루,한빛미디어,2019-02-20,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F4883625%3Ftimestamp%3D20210706195010,9791162241523
알고리즘 문제 해결 전략 세트(프로그래밍 대회에서 배우는)(전2권),구종만,인사이트,2012-11-01,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F927014%3Ftimestamp%3D20210706195113,9788966260546
알고리즘 문제 해결 전략 세트(프로그래밍 대회에서 배우는)(전2권),구종만,인사이트,2012-11-01,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F927014%3Ftimestamp%3D20210706195113,9788966260546
DDD Start!,최범균,지앤선,2016-05-27,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1405948%3Ftimestamp%3D20210706193509,9788993827446
알고리즘 문제 해결 전략 세트(프로그래밍 대회에서 배우는)(전2권),구종만,인사이트,2012-11-01,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F927014%3Ftimestamp%3D20210706195113,9788966260546
소프트웨어 장인(로버트 C. 마틴 시리즈),산드로 만쿠소,길벗,2015-09-25,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1633934%3Ftimestamp%3D20210706193409,9791186659489
저주받은 혁신의 아이콘: 제록스 팔로알토 연구소,마이클 A 힐트직,지식함지,2018-10-22,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F3943302%3Ftimestamp%3D20210706192542,9791189610005
기술복제시대의 예술작품 사진의 작은 역사 외(발터 벤야민 선집 2),발터 벤야민,길,2016-05-25,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1260178%3Ftimestamp%3D20210706191142,9788987671826
룬샷,사피 바칼,흐름출판,2020-04-27,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5353819%3Ftimestamp%3D20210706194023,9788965963790
시스템 프로그래밍(인텔 프로세서를 위한),조충호 외,생능,2004-03-10,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F960509%3Ftimestamp%3D20190126060231,9788970503806
언컨택트,김용섭,퍼블리온,2020-04-20,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5349690%3Ftimestamp%3D20210706194042,9791197016806
스마트 코리아로 가는길 유라시안 네트워크,이민화,새물결,2010-10-17,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F713414%3Ftimestamp%3D20210610153545,9788955592993
SPACE: 우주를 향한 호기심과 궁금증,과학동아,동아사이언스,2019-06-28,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F4992285%3Ftimestamp%3D20210320145518,9788962867220
타인의 해석,말콤 글래드웰,김영사,2020-03-23,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5265465%3Ftimestamp%3D20210706193953,9788934985747
제가 한번 읽어보겠습니다,한승혜,바틀비,2020-07-07,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5414015%3Ftimestamp%3D20210706195323,9791197092602
알고리즘(뇌를 자극하는),박상현,한빛미디어,2009-09-15,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1104126%3Ftimestamp%3D20210706193806,9788979146875
